3904.6251759166917,3877.464577693464,3903.9351611546304,3903.9351611546304,3904.783645559571,3904.8503331524234,3904.858236157102,3904.9191772103263,3904.9339009217492,3904.934986278471,
3905.7769818831275,3904.1078656545615,3904.1078656545615,3904.1078656545615,3904.1078656545615,3904.1078656545615,3904.1078656545615,3904.1078656545615,3904.1078656545615,3904.1078656545615,
3905.4397803802453,3894.785182936465,3905.8011457414987,3905.888409539041,3905.8011457414987,3905.8607624864885,3905.8607624864885,3905.8607624864885,3905.87054999979,3905.87054999979,
3904.4694499231045,3903.9676144525524,3904.595593956029,3905.08512290799,3905.08512290799,3905.08512290799,3905.08512290799,3905.08512290799,3905.08512290799,3905.08512290799,
3905.895711549783,3868.8726057247454,3901.8066826612544,3905.717211680394,3905.9068370552327,3905.9068370552327,3905.9068370552327,3905.9068370552327,3905.9068370552327,3905.9068370552327,
3905.070004776587,3905.536137443685,3905.536137443685,3905.536137443685,3905.536137443685,3905.536137443685,3905.536137443685,3905.536137443685,3905.536137443685,3905.536137443685,
3905.89745402313,3903.6713704568033,3903.6713704568033,3903.6713704568033,3903.6713704568033,3904.9491469311597,3904.9491469311597,3904.9491469311597,3904.9491469311597,3904.9491469311597,
3905.6139850100176,3904.1035161717177,3904.1035161717177,3904.778994187666,3904.956496848478,3904.9581911713894,3905.004140656245,3905.004140656245,3905.004140656245,3905.004140656245,
3905.826480229741,3904.6373604220416,3904.8380924191247,3905.880050522813,3905.880050522813,3905.880050522813,3905.880050522813,3905.880050522813,3905.880050522813,3905.880050522813,
3905.8440906979063,3903.7812596228505,3904.228672457436,3904.4344920579415,3905.6135788748,3905.9298566560383,3905.9298566560383,3905.9298566560383,3905.9298566560383,3905.9298566560383,
3902.037200243803,3871.2489665345265,3901.523283358442,3904.3431073186443,3904.3431073186443,3904.9269846033,3904.9269846033,3904.9348721423507,3904.9405562932843,3904.9405562932843,
3902.046451465358,3902.046451465358,3905.795148152819,3905.795148152819,3905.795148152819,3905.795148152819,3905.795148152819,3905.795148152819,3905.795148152819,3905.795148152819,
3902.1200244607667,3895.886027530025,3903.8327094598662,3904.8893858506203,3904.8893858506203,3904.8893858506203,3904.8893858506203,3904.8893858506203,3904.8893858506203,3904.8893858506203,
3905.489370151213,3905.757991365733,3905.9207109032086,3905.9207109032086,3905.925005552021,3905.925005552021,3905.925005552021,3905.925005552021,3905.925005552021,3905.925005552021,
3901.4480673067696,3904.290216360318,3904.290216360318,3904.290216360318,3904.290216360318,3904.290216360318,3904.290216360318,3904.290216360318,3904.290216360318,3904.290216360318,
3904.642073988433,3904.548673033966,3904.548673033966,3904.548673033966,3904.7429306321883,3904.7429306321883,3904.974732046874,3904.974732046874,3904.974732046874,3904.974732046874,
3905.058051147985,3903.3106287360883,3903.3106287360883,3903.3106287360883,3903.3106287360883,3904.497936155066,3904.497936155066,3904.497936155066,3904.7102237527433,3904.7914344697465,
3903.2236097680757,3902.645582188953,3902.645582188953,3903.835630736551,3904.971600761782,3904.971600761782,3904.971600761782,3904.971600761782,3905.813510411796,3905.813510411796,
3904.4180573854987,3904.865294928224,3904.4180573854987,3905.361128522704,3905.553643408896,3905.553643408896,3905.553643408896,3905.553643408896,3905.553643408896,3905.553643408896,
3905.209061472951,3890.981289887329,3903.894547969051,3905.062135938044,3905.062135938044,3905.062135938044,3905.062135938044,3905.062135938044,3905.062135938044,3905.062135938044,
3904.4545110619733,3842.454434029492,3896.4736519764197,3901.8569091722043,3904.336604756351,3905.611356875324,3905.611356875324,3905.9197037561435,3905.9197037561435,3905.9197037561435,
3902.2314246186447,3898.1354313671513,3900.059090013723,3903.7040316276575,3903.7040316276575,3905.665247405097,3905.665247405097,3905.9215543604732,3905.925708268785,3905.925708268785,
3896.6050589077877,3900.5833191744146,3902.2332928378705,3903.9279656121607,3905.926650101561,3905.926650101561,3905.914852220591,3905.926650101561,3905.929642799101,3905.929642799101,
3905.31046986842,3902.8224440302693,3905.6466258365485,3905.6466258365485,3903.908494034682,3905.6466258365485,3905.6466258365485,3905.6466258365485,3905.6466258365485,3905.6466258365485,
